# Outcome of every (configuration, instance family) cell of the option sweep.
# Generated by option_sweep_test; after reviewing a diff, regenerate with
#     GSS_SWEEP_REGENERATE=1 ./build/option_sweep_test
# A silent divergence fails the build whatever this file says; what this file is
# for is making a newly unsupported or newly vacuous cell show up as a reviewable
# diff rather than as nothing at all. See dev_docs/option-compatibility.md.
#
# config is one digit per option column, value 0 being the solver's default:
#   injectivity induced count clique-detection supplementals exact-paths distance3 k4 nds cliques cliques-on-supplementals staged restarts nogoods value-ordering 
# outcome: ok | unsupported (UnsupportedConfiguration thrown) | diverges
# activation: active if any optional filter removed anything in any instance of the cell
config	family	outcome	activation
100110000000000	equal-size	ok	active
100110000000000	loopless-directed-elabels	ok	active
100110000000000	loopless-directed-unlabelled	ok	active
100110000000000	loopless-directed-vlabels	ok	active
100110000000000	loopless-directed-vlabels-elabels	ok	active
100110000000000	loopless-undirected-elabels	ok	active
100110000000000	loopless-undirected-unlabelled	ok	active
100110000000000	loopless-undirected-vlabels	ok	active
100110000000000	loopless-undirected-vlabels-elabels	ok	active
100110000000000	loopy-directed-elabels	ok	vacuous
100110000000000	loopy-directed-unlabelled	ok	vacuous
100110000000000	loopy-directed-vlabels	ok	vacuous
100110000000000	loopy-directed-vlabels-elabels	ok	vacuous
100110000000000	loopy-undirected-elabels	ok	vacuous
100110000000000	loopy-undirected-unlabelled	ok	vacuous
100110000000000	loopy-undirected-vlabels	ok	vacuous
100110000000000	loopy-undirected-vlabels-elabels	ok	vacuous
100110000000000	pattern-bigger-than-target	ok	active
100110001100000	clique-pattern	ok	active
100110001100000	equal-size	ok	active
100110001100000	loopless-directed-elabels	ok	active
100110001100000	loopless-directed-unlabelled	ok	active
100110001100000	loopless-directed-vlabels	ok	active
100110001100000	loopless-directed-vlabels-elabels	ok	active
100110001100000	loopless-undirected-elabels	ok	active
100110001100000	loopless-undirected-unlabelled	ok	active
100110001100000	loopless-undirected-vlabels	ok	active
100110001100000	loopless-undirected-vlabels-elabels	ok	active
100110001100000	loopy-directed-elabels	ok	vacuous
100110001100000	loopy-directed-unlabelled	ok	vacuous
100110001100000	loopy-directed-vlabels	ok	vacuous
100110001100000	loopy-directed-vlabels-elabels	ok	vacuous
100110001100000	loopy-undirected-elabels	ok	vacuous
100110001100000	loopy-undirected-unlabelled	ok	vacuous
100110001100000	loopy-undirected-vlabels	ok	vacuous
100110001100000	loopy-undirected-vlabels-elabels	ok	vacuous
100110001100000	pattern-bigger-than-target	ok	active
100110011000000	clique-pattern	ok	active
100110011000000	equal-size	ok	active
100110011000000	loopless-directed-elabels	ok	active
100110011000000	loopless-directed-unlabelled	ok	active
100110011000000	loopless-directed-vlabels	ok	active
100110011000000	loopless-directed-vlabels-elabels	ok	active
100110011000000	loopless-undirected-elabels	ok	active
100110011000000	loopless-undirected-unlabelled	ok	active
100110011000000	loopless-undirected-vlabels	ok	active
100110011000000	loopless-undirected-vlabels-elabels	ok	active
100110011000000	loopy-directed-elabels	ok	vacuous
100110011000000	loopy-directed-unlabelled	ok	vacuous
100110011000000	loopy-directed-vlabels	ok	vacuous
100110011000000	loopy-directed-vlabels-elabels	ok	vacuous
100110011000000	loopy-undirected-elabels	ok	vacuous
100110011000000	loopy-undirected-unlabelled	ok	vacuous
100110011000000	loopy-undirected-vlabels	ok	vacuous
100110011000000	loopy-undirected-vlabels-elabels	ok	vacuous
100110011000000	pattern-bigger-than-target	ok	active
100110101000000	clique-pattern	ok	active
100110101000000	equal-size	ok	active
100110101000000	loopless-directed-elabels	ok	active
100110101000000	loopless-directed-unlabelled	ok	active
100110101000000	loopless-directed-vlabels	ok	active
100110101000000	loopless-directed-vlabels-elabels	ok	active
100110101000000	loopless-undirected-elabels	ok	active
100110101000000	loopless-undirected-unlabelled	ok	active
100110101000000	loopless-undirected-vlabels	ok	active
100110101000000	loopless-undirected-vlabels-elabels	ok	active
100110101000000	loopy-directed-elabels	ok	vacuous
100110101000000	loopy-directed-unlabelled	ok	vacuous
100110101000000	loopy-directed-vlabels	ok	vacuous
100110101000000	loopy-directed-vlabels-elabels	ok	vacuous
100110101000000	loopy-undirected-elabels	ok	vacuous
100110101000000	loopy-undirected-unlabelled	ok	vacuous
100110101000000	loopy-undirected-vlabels	ok	vacuous
100110101000000	loopy-undirected-vlabels-elabels	ok	vacuous
100110101000000	pattern-bigger-than-target	ok	active
101010001000000	clique-pattern	ok	active
101010001000000	equal-size	ok	active
101010001000000	loopless-directed-elabels	ok	active
101010001000000	loopless-directed-unlabelled	ok	active
101010001000000	loopless-directed-vlabels	ok	active
101010001000000	loopless-directed-vlabels-elabels	ok	active
101010001000000	loopless-undirected-elabels	ok	active
101010001000000	loopless-undirected-unlabelled	ok	active
101010001000000	loopless-undirected-vlabels	ok	active
101010001000000	loopless-undirected-vlabels-elabels	ok	active
101010001000000	loopy-directed-elabels	ok	vacuous
101010001000000	loopy-directed-unlabelled	ok	vacuous
101010001000000	loopy-directed-vlabels	ok	vacuous
101010001000000	loopy-directed-vlabels-elabels	ok	vacuous
101010001000000	loopy-undirected-elabels	ok	vacuous
101010001000000	loopy-undirected-unlabelled	ok	vacuous
101010001000000	loopy-undirected-vlabels	ok	vacuous
101010001000000	loopy-undirected-vlabels-elabels	ok	vacuous
101010001000000	pattern-bigger-than-target	ok	active
101012010101202	clique-pattern	ok	active
101012010101202	equal-size	ok	active
101012010101202	loopless-directed-elabels	ok	active
101012010101202	loopless-directed-unlabelled	ok	active
101012010101202	loopless-directed-vlabels	ok	active
101012010101202	loopless-directed-vlabels-elabels	ok	active
101012010101202	loopless-undirected-elabels	ok	active
101012010101202	loopless-undirected-unlabelled	ok	active
101012010101202	loopless-undirected-vlabels	ok	active
101012010101202	loopless-undirected-vlabels-elabels	ok	active
101012010101202	loopy-directed-elabels	ok	vacuous
101012010101202	loopy-directed-unlabelled	ok	vacuous
101012010101202	loopy-directed-vlabels	ok	vacuous
101012010101202	loopy-directed-vlabels-elabels	ok	vacuous
101012010101202	loopy-undirected-elabels	ok	vacuous
101012010101202	loopy-undirected-unlabelled	ok	vacuous
101012010101202	loopy-undirected-vlabels	ok	vacuous
101012010101202	loopy-undirected-vlabels-elabels	ok	vacuous
101012010101202	pattern-bigger-than-target	ok	active
101100001000000	clique-pattern	ok	active
101100001000000	equal-size	ok	active
101100001000000	loopless-directed-elabels	ok	active
101100001000000	loopless-directed-unlabelled	ok	active
101100001000000	loopless-directed-vlabels	ok	active
101100001000000	loopless-directed-vlabels-elabels	ok	active
101100001000000	loopless-undirected-elabels	ok	active
101100001000000	loopless-undirected-unlabelled	ok	active
101100001000000	loopless-undirected-vlabels	ok	active
101100001000000	loopless-undirected-vlabels-elabels	ok	active
101100001000000	loopy-directed-elabels	ok	vacuous
101100001000000	loopy-directed-unlabelled	ok	vacuous
101100001000000	loopy-directed-vlabels	ok	vacuous
101100001000000	loopy-directed-vlabels-elabels	ok	vacuous
101100001000000	loopy-undirected-elabels	ok	vacuous
101100001000000	loopy-undirected-unlabelled	ok	vacuous
101100001000000	loopy-undirected-vlabels	ok	vacuous
101100001000000	loopy-undirected-vlabels-elabels	ok	vacuous
101100001000000	pattern-bigger-than-target	ok	active
101100001110000	clique-pattern	ok	active
101100001110000	equal-size	ok	active
101100001110000	loopless-directed-elabels	ok	active
101100001110000	loopless-directed-unlabelled	ok	active
101100001110000	loopless-directed-vlabels	ok	active
101100001110000	loopless-directed-vlabels-elabels	ok	active
101100001110000	loopless-undirected-elabels	ok	active
101100001110000	loopless-undirected-unlabelled	ok	active
101100001110000	loopless-undirected-vlabels	ok	active
101100001110000	loopless-undirected-vlabels-elabels	ok	active
101100001110000	loopy-directed-elabels	ok	vacuous
101100001110000	loopy-directed-unlabelled	ok	vacuous
101100001110000	loopy-directed-vlabels	ok	vacuous
101100001110000	loopy-directed-vlabels-elabels	ok	vacuous
101100001110000	loopy-undirected-elabels	ok	vacuous
101100001110000	loopy-undirected-unlabelled	ok	vacuous
101100001110000	loopy-undirected-vlabels	ok	vacuous
101100001110000	loopy-undirected-vlabels-elabels	ok	vacuous
101100001110000	pattern-bigger-than-target	ok	active
101110000000000	clique-pattern	ok	active
101110000000000	equal-size	ok	active
101110000000000	loopless-directed-elabels	ok	active
101110000000000	loopless-directed-unlabelled	ok	active
101110000000000	loopless-directed-vlabels	ok	active
101110000000000	loopless-directed-vlabels-elabels	ok	active
101110000000000	loopless-undirected-elabels	ok	active
101110000000000	loopless-undirected-unlabelled	ok	active
101110000000000	loopless-undirected-vlabels	ok	active
101110000000000	loopless-undirected-vlabels-elabels	ok	active
101110000000000	loopy-directed-elabels	ok	vacuous
101110000000000	loopy-directed-unlabelled	ok	vacuous
101110000000000	loopy-directed-vlabels	ok	vacuous
101110000000000	loopy-directed-vlabels-elabels	ok	vacuous
101110000000000	loopy-undirected-elabels	ok	vacuous
101110000000000	loopy-undirected-unlabelled	ok	vacuous
101110000000000	loopy-undirected-vlabels	ok	vacuous
101110000000000	loopy-undirected-vlabels-elabels	ok	vacuous
101110000000000	pattern-bigger-than-target	ok	active
101110001100000	clique-pattern	ok	active
101110001100000	equal-size	ok	active
101110001100000	loopless-directed-elabels	ok	active
101110001100000	loopless-directed-unlabelled	ok	active
101110001100000	loopless-directed-vlabels	ok	active
101110001100000	loopless-directed-vlabels-elabels	ok	active
101110001100000	loopless-undirected-elabels	ok	active
101110001100000	loopless-undirected-unlabelled	ok	active
101110001100000	loopless-undirected-vlabels	ok	active
101110001100000	loopless-undirected-vlabels-elabels	ok	active
101110001100000	loopy-directed-elabels	ok	vacuous
101110001100000	loopy-directed-unlabelled	ok	vacuous
101110001100000	loopy-directed-vlabels	ok	vacuous
101110001100000	loopy-directed-vlabels-elabels	ok	vacuous
101110001100000	loopy-undirected-elabels	ok	vacuous
101110001100000	loopy-undirected-unlabelled	ok	vacuous
101110001100000	loopy-undirected-vlabels	ok	vacuous
101110001100000	loopy-undirected-vlabels-elabels	ok	vacuous
101110001100000	pattern-bigger-than-target	ok	active
101110011000000	clique-pattern	ok	active
101110011000000	equal-size	ok	active
101110011000000	loopless-directed-elabels	ok	active
101110011000000	loopless-directed-unlabelled	ok	active
101110011000000	loopless-directed-vlabels	ok	active
101110011000000	loopless-directed-vlabels-elabels	ok	active
101110011000000	loopless-undirected-elabels	ok	active
101110011000000	loopless-undirected-unlabelled	ok	active
101110011000000	loopless-undirected-vlabels	ok	active
101110011000000	loopless-undirected-vlabels-elabels	ok	active
101110011000000	loopy-directed-elabels	ok	vacuous
101110011000000	loopy-directed-unlabelled	ok	vacuous
101110011000000	loopy-directed-vlabels	ok	vacuous
101110011000000	loopy-directed-vlabels-elabels	ok	vacuous
101110011000000	loopy-undirected-elabels	ok	vacuous
101110011000000	loopy-undirected-unlabelled	ok	vacuous
101110011000000	loopy-undirected-vlabels	ok	vacuous
101110011000000	loopy-undirected-vlabels-elabels	ok	vacuous
101110011000000	pattern-bigger-than-target	ok	active
101110101000000	clique-pattern	ok	active
101110101000000	equal-size	ok	active
101110101000000	loopless-directed-elabels	ok	active
101110101000000	loopless-directed-unlabelled	ok	active
101110101000000	loopless-directed-vlabels	ok	active
101110101000000	loopless-directed-vlabels-elabels	ok	active
101110101000000	loopless-undirected-elabels	ok	active
101110101000000	loopless-undirected-unlabelled	ok	active
101110101000000	loopless-undirected-vlabels	ok	active
101110101000000	loopless-undirected-vlabels-elabels	ok	active
101110101000000	loopy-directed-elabels	ok	vacuous
101110101000000	loopy-directed-unlabelled	ok	vacuous
101110101000000	loopy-directed-vlabels	ok	vacuous
101110101000000	loopy-directed-vlabels-elabels	ok	vacuous
101110101000000	loopy-undirected-elabels	ok	vacuous
101110101000000	loopy-undirected-unlabelled	ok	vacuous
101110101000000	loopy-undirected-vlabels	ok	vacuous
101110101000000	loopy-undirected-vlabels-elabels	ok	vacuous
101110101000000	pattern-bigger-than-target	ok	active
110102101010213	clique-pattern	ok	active
110102101010213	equal-size	ok	active
110102101010213	loopless-directed-elabels	ok	active
110102101010213	loopless-directed-unlabelled	ok	active
110102101010213	loopless-directed-vlabels	ok	active
110102101010213	loopless-directed-vlabels-elabels	ok	active
110102101010213	loopless-undirected-elabels	ok	active
110102101010213	loopless-undirected-unlabelled	ok	active
110102101010213	loopless-undirected-vlabels	ok	active
110102101010213	loopless-undirected-vlabels-elabels	ok	active
110102101010213	loopy-directed-elabels	ok	vacuous
110102101010213	loopy-directed-unlabelled	ok	vacuous
110102101010213	loopy-directed-vlabels	ok	vacuous
110102101010213	loopy-directed-vlabels-elabels	ok	vacuous
110102101010213	loopy-undirected-elabels	ok	vacuous
110102101010213	loopy-undirected-unlabelled	ok	vacuous
110102101010213	loopy-undirected-vlabels	ok	vacuous
110102101010213	loopy-undirected-vlabels-elabels	ok	vacuous
110102101010213	pattern-bigger-than-target	ok	active
111000000011103	clique-pattern	ok	active
111000000011103	equal-size	ok	active
111000000011103	loopless-directed-elabels	ok	active
111000000011103	loopless-directed-unlabelled	ok	active
111000000011103	loopless-directed-vlabels	ok	active
111000000011103	loopless-directed-vlabels-elabels	ok	active
111000000011103	loopless-undirected-elabels	ok	active
111000000011103	loopless-undirected-unlabelled	ok	active
111000000011103	loopless-undirected-vlabels	ok	active
111000000011103	loopless-undirected-vlabels-elabels	ok	active
111000000011103	loopy-directed-elabels	ok	vacuous
111000000011103	loopy-directed-unlabelled	ok	vacuous
111000000011103	loopy-directed-vlabels	ok	vacuous
111000000011103	loopy-directed-vlabels-elabels	ok	vacuous
111000000011103	loopy-undirected-elabels	ok	vacuous
111000000011103	loopy-undirected-unlabelled	ok	vacuous
111000000011103	loopy-undirected-vlabels	ok	vacuous
111000000011103	loopy-undirected-vlabels-elabels	ok	vacuous
111000000011103	pattern-bigger-than-target	ok	active
111112101110000	clique-pattern	ok	active
111112101110000	equal-size	ok	active
111112101110000	loopless-directed-elabels	ok	active
111112101110000	loopless-directed-unlabelled	ok	active
111112101110000	loopless-directed-vlabels	ok	active
111112101110000	loopless-directed-vlabels-elabels	ok	active
111112101110000	loopless-undirected-elabels	ok	active
111112101110000	loopless-undirected-unlabelled	ok	active
111112101110000	loopless-undirected-vlabels	ok	active
111112101110000	loopless-undirected-vlabels-elabels	ok	active
111112101110000	loopy-directed-elabels	ok	vacuous
111112101110000	loopy-directed-unlabelled	ok	vacuous
111112101110000	loopy-directed-vlabels	ok	vacuous
111112101110000	loopy-directed-vlabels-elabels	ok	vacuous
111112101110000	loopy-undirected-elabels	ok	vacuous
111112101110000	loopy-undirected-unlabelled	ok	vacuous
111112101110000	loopy-undirected-vlabels	ok	vacuous
111112101110000	loopy-undirected-vlabels-elabels	ok	vacuous
111112101110000	pattern-bigger-than-target	ok	active
200000100010102	clique-pattern	ok	vacuous
200000100010102	equal-size	ok	active
200000100010102	loopless-directed-elabels	ok	active
200000100010102	loopless-directed-unlabelled	ok	active
200000100010102	loopless-directed-vlabels	ok	active
200000100010102	loopless-directed-vlabels-elabels	ok	active
200000100010102	loopless-undirected-elabels	ok	active
200000100010102	loopless-undirected-unlabelled	ok	active
200000100010102	loopless-undirected-vlabels	ok	active
200000100010102	loopless-undirected-vlabels-elabels	ok	active
200000100010102	loopy-directed-elabels	ok	active
200000100010102	loopy-directed-unlabelled	ok	vacuous
200000100010102	loopy-directed-vlabels	ok	vacuous
200000100010102	loopy-directed-vlabels-elabels	ok	vacuous
200000100010102	loopy-undirected-elabels	ok	active
200000100010102	loopy-undirected-unlabelled	ok	vacuous
200000100010102	loopy-undirected-vlabels	ok	vacuous
200000100010102	loopy-undirected-vlabels-elabels	ok	vacuous
200000100010102	pattern-bigger-than-target	ok	active
200001000000200	clique-pattern	ok	vacuous
200001000000200	equal-size	ok	active
200001000000200	loopless-directed-elabels	ok	active
200001000000200	loopless-directed-unlabelled	ok	active
200001000000200	loopless-directed-vlabels	ok	active
200001000000200	loopless-directed-vlabels-elabels	ok	active
200001000000200	loopless-undirected-elabels	ok	active
200001000000200	loopless-undirected-unlabelled	ok	active
200001000000200	loopless-undirected-vlabels	ok	active
200001000000200	loopless-undirected-vlabels-elabels	ok	active
200001000000200	loopy-directed-elabels	ok	active
200001000000200	loopy-directed-unlabelled	ok	vacuous
200001000000200	loopy-directed-vlabels	ok	vacuous
200001000000200	loopy-directed-vlabels-elabels	ok	vacuous
200001000000200	loopy-undirected-elabels	ok	active
200001000000200	loopy-undirected-unlabelled	ok	vacuous
200001000000200	loopy-undirected-vlabels	ok	active
200001000000200	loopy-undirected-vlabels-elabels	ok	vacuous
200001000000200	pattern-bigger-than-target	ok	active
200002000000101	clique-pattern	ok	vacuous
200002000000101	equal-size	ok	active
200002000000101	loopless-directed-elabels	ok	active
200002000000101	loopless-directed-unlabelled	ok	active
200002000000101	loopless-directed-vlabels	ok	active
200002000000101	loopless-directed-vlabels-elabels	ok	active
200002000000101	loopless-undirected-elabels	ok	active
200002000000101	loopless-undirected-unlabelled	ok	active
200002000000101	loopless-undirected-vlabels	ok	active
200002000000101	loopless-undirected-vlabels-elabels	ok	active
200002000000101	loopy-directed-elabels	ok	active
200002000000101	loopy-directed-unlabelled	ok	vacuous
200002000000101	loopy-directed-vlabels	ok	vacuous
200002000000101	loopy-directed-vlabels-elabels	ok	vacuous
200002000000101	loopy-undirected-elabels	ok	active
200002000000101	loopy-undirected-unlabelled	ok	vacuous
200002000000101	loopy-undirected-vlabels	ok	active
200002000000101	loopy-undirected-vlabels-elabels	ok	vacuous
200002000000101	pattern-bigger-than-target	ok	active
200010001000000	clique-pattern	ok	vacuous
200010001000000	equal-size	ok	vacuous
200010001000000	loopless-directed-elabels	ok	vacuous
200010001000000	loopless-directed-unlabelled	ok	vacuous
200010001000000	loopless-directed-vlabels	ok	vacuous
200010001000000	loopless-directed-vlabels-elabels	ok	vacuous
200010001000000	loopless-undirected-elabels	ok	vacuous
200010001000000	loopless-undirected-unlabelled	ok	vacuous
200010001000000	loopless-undirected-vlabels	ok	vacuous
200010001000000	loopless-undirected-vlabels-elabels	ok	vacuous
200010001000000	loopy-directed-elabels	ok	vacuous
200010001000000	loopy-directed-unlabelled	ok	vacuous
200010001000000	loopy-directed-vlabels	ok	vacuous
200010001000000	loopy-directed-vlabels-elabels	ok	vacuous
200010001000000	loopy-undirected-elabels	ok	vacuous
200010001000000	loopy-undirected-unlabelled	ok	vacuous
200010001000000	loopy-undirected-vlabels	ok	vacuous
200010001000000	loopy-undirected-vlabels-elabels	ok	vacuous
200010001000000	pattern-bigger-than-target	ok	vacuous
200011010000003	clique-pattern	ok	vacuous
200011010000003	equal-size	ok	vacuous
200011010000003	loopless-directed-elabels	ok	vacuous
200011010000003	loopless-directed-unlabelled	ok	vacuous
200011010000003	loopless-directed-vlabels	ok	vacuous
200011010000003	loopless-directed-vlabels-elabels	ok	vacuous
200011010000003	loopless-undirected-elabels	ok	vacuous
200011010000003	loopless-undirected-unlabelled	ok	vacuous
200011010000003	loopless-undirected-vlabels	ok	vacuous
200011010000003	loopless-undirected-vlabels-elabels	ok	vacuous
200011010000003	loopy-directed-elabels	ok	vacuous
200011010000003	loopy-directed-unlabelled	ok	vacuous
200011010000003	loopy-directed-vlabels	ok	vacuous
200011010000003	loopy-directed-vlabels-elabels	ok	vacuous
200011010000003	loopy-undirected-elabels	ok	vacuous
200011010000003	loopy-undirected-unlabelled	ok	vacuous
200011010000003	loopy-undirected-vlabels	ok	vacuous
200011010000003	loopy-undirected-vlabels-elabels	ok	vacuous
200011010000003	pattern-bigger-than-target	ok	vacuous
200100001000000	clique-pattern	ok	vacuous
200100001000000	equal-size	ok	active
200100001000000	loopless-directed-elabels	ok	active
200100001000000	loopless-directed-unlabelled	ok	active
200100001000000	loopless-directed-vlabels	ok	active
200100001000000	loopless-directed-vlabels-elabels	ok	active
200100001000000	loopless-undirected-elabels	ok	active
200100001000000	loopless-undirected-unlabelled	ok	active
200100001000000	loopless-undirected-vlabels	ok	active
200100001000000	loopless-undirected-vlabels-elabels	ok	active
200100001000000	loopy-directed-elabels	ok	active
200100001000000	loopy-directed-unlabelled	ok	vacuous
200100001000000	loopy-directed-vlabels	ok	vacuous
200100001000000	loopy-directed-vlabels-elabels	ok	vacuous
200100001000000	loopy-undirected-elabels	ok	active
200100001000000	loopy-undirected-unlabelled	ok	vacuous
200100001000000	loopy-undirected-vlabels	ok	active
200100001000000	loopy-undirected-vlabels-elabels	ok	vacuous
200100001000000	pattern-bigger-than-target	ok	active
200100001110000	clique-pattern	ok	active
200100001110000	equal-size	ok	active
200100001110000	loopless-directed-elabels	ok	active
200100001110000	loopless-directed-unlabelled	ok	active
200100001110000	loopless-directed-vlabels	ok	active
200100001110000	loopless-directed-vlabels-elabels	ok	active
200100001110000	loopless-undirected-elabels	ok	active
200100001110000	loopless-undirected-unlabelled	ok	active
200100001110000	loopless-undirected-vlabels	ok	active
200100001110000	loopless-undirected-vlabels-elabels	ok	active
200100001110000	loopy-directed-elabels	ok	active
200100001110000	loopy-directed-unlabelled	ok	vacuous
200100001110000	loopy-directed-vlabels	ok	vacuous
200100001110000	loopy-directed-vlabels-elabels	ok	vacuous
200100001110000	loopy-undirected-elabels	ok	active
200100001110000	loopy-undirected-unlabelled	ok	vacuous
200100001110000	loopy-undirected-vlabels	ok	active
200100001110000	loopy-undirected-vlabels-elabels	ok	vacuous
200100001110000	pattern-bigger-than-target	ok	active
200110000000000	clique-pattern	ok	vacuous
200110000000000	equal-size	ok	vacuous
200110000000000	loopless-directed-elabels	ok	vacuous
200110000000000	loopless-directed-unlabelled	ok	vacuous
200110000000000	loopless-directed-vlabels	ok	vacuous
200110000000000	loopless-directed-vlabels-elabels	ok	vacuous
200110000000000	loopless-undirected-elabels	ok	vacuous
200110000000000	loopless-undirected-unlabelled	ok	vacuous
200110000000000	loopless-undirected-vlabels	ok	vacuous
200110000000000	loopless-undirected-vlabels-elabels	ok	vacuous
200110000000000	loopy-directed-elabels	ok	vacuous
200110000000000	loopy-directed-unlabelled	ok	vacuous
200110000000000	loopy-directed-vlabels	ok	vacuous
200110000000000	loopy-directed-vlabels-elabels	ok	vacuous
200110000000000	loopy-undirected-elabels	ok	vacuous
200110000000000	loopy-undirected-unlabelled	ok	vacuous
200110000000000	loopy-undirected-vlabels	ok	vacuous
200110000000000	loopy-undirected-vlabels-elabels	ok	vacuous
200110000000000	pattern-bigger-than-target	ok	vacuous
200110001100000	clique-pattern	ok	active
200110001100000	equal-size	ok	active
200110001100000	loopless-directed-elabels	ok	active
200110001100000	loopless-directed-unlabelled	ok	active
200110001100000	loopless-directed-vlabels	ok	active
200110001100000	loopless-directed-vlabels-elabels	ok	active
200110001100000	loopless-undirected-elabels	ok	active
200110001100000	loopless-undirected-unlabelled	ok	active
200110001100000	loopless-undirected-vlabels	ok	active
200110001100000	loopless-undirected-vlabels-elabels	ok	active
200110001100000	loopy-directed-elabels	ok	vacuous
200110001100000	loopy-directed-unlabelled	ok	vacuous
200110001100000	loopy-directed-vlabels	ok	vacuous
200110001100000	loopy-directed-vlabels-elabels	ok	vacuous
200110001100000	loopy-undirected-elabels	ok	vacuous
200110001100000	loopy-undirected-unlabelled	ok	vacuous
200110001100000	loopy-undirected-vlabels	ok	vacuous
200110001100000	loopy-undirected-vlabels-elabels	ok	vacuous
200110001100000	pattern-bigger-than-target	ok	active
200110011000000	clique-pattern	ok	vacuous
200110011000000	equal-size	ok	vacuous
200110011000000	loopless-directed-elabels	ok	vacuous
200110011000000	loopless-directed-unlabelled	ok	vacuous
200110011000000	loopless-directed-vlabels	ok	vacuous
200110011000000	loopless-directed-vlabels-elabels	ok	vacuous
200110011000000	loopless-undirected-elabels	ok	vacuous
200110011000000	loopless-undirected-unlabelled	ok	vacuous
200110011000000	loopless-undirected-vlabels	ok	vacuous
200110011000000	loopless-undirected-vlabels-elabels	ok	vacuous
200110011000000	loopy-directed-elabels	ok	vacuous
200110011000000	loopy-directed-unlabelled	ok	vacuous
200110011000000	loopy-directed-vlabels	ok	vacuous
200110011000000	loopy-directed-vlabels-elabels	ok	vacuous
200110011000000	loopy-undirected-elabels	ok	vacuous
200110011000000	loopy-undirected-unlabelled	ok	vacuous
200110011000000	loopy-undirected-vlabels	ok	vacuous
200110011000000	loopy-undirected-vlabels-elabels	ok	vacuous
200110011000000	pattern-bigger-than-target	ok	vacuous
200110101000000	clique-pattern	ok	vacuous
200110101000000	equal-size	ok	vacuous
200110101000000	loopless-directed-elabels	ok	vacuous
200110101000000	loopless-directed-unlabelled	ok	vacuous
200110101000000	loopless-directed-vlabels	ok	vacuous
200110101000000	loopless-directed-vlabels-elabels	ok	vacuous
200110101000000	loopless-undirected-elabels	ok	vacuous
200110101000000	loopless-undirected-unlabelled	ok	vacuous
200110101000000	loopless-undirected-vlabels	ok	vacuous
200110101000000	loopless-undirected-vlabels-elabels	ok	vacuous
200110101000000	loopy-directed-elabels	ok	vacuous
200110101000000	loopy-directed-unlabelled	ok	vacuous
200110101000000	loopy-directed-vlabels	ok	vacuous
200110101000000	loopy-directed-vlabels-elabels	ok	vacuous
200110101000000	loopy-undirected-elabels	ok	vacuous
200110101000000	loopy-undirected-unlabelled	ok	vacuous
200110101000000	loopy-undirected-vlabels	ok	vacuous
200110101000000	loopy-undirected-vlabels-elabels	ok	vacuous
200110101000000	pattern-bigger-than-target	ok	vacuous
200110110011014	clique-pattern	ok	vacuous
200110110011014	equal-size	ok	vacuous
200110110011014	loopless-directed-elabels	ok	vacuous
200110110011014	loopless-directed-unlabelled	ok	vacuous
200110110011014	loopless-directed-vlabels	ok	vacuous
200110110011014	loopless-directed-vlabels-elabels	ok	vacuous
200110110011014	loopless-undirected-elabels	ok	vacuous
200110110011014	loopless-undirected-unlabelled	ok	vacuous
200110110011014	loopless-undirected-vlabels	ok	vacuous
200110110011014	loopless-undirected-vlabels-elabels	ok	vacuous
200110110011014	loopy-directed-elabels	ok	vacuous
200110110011014	loopy-directed-unlabelled	ok	vacuous
200110110011014	loopy-directed-vlabels	ok	vacuous
200110110011014	loopy-directed-vlabels-elabels	ok	vacuous
200110110011014	loopy-undirected-elabels	ok	vacuous
200110110011014	loopy-undirected-unlabelled	ok	vacuous
200110110011014	loopy-undirected-vlabels	ok	vacuous
200110110011014	loopy-undirected-vlabels-elabels	ok	vacuous
200110110011014	pattern-bigger-than-target	ok	vacuous
201010001000000	clique-pattern	ok	vacuous
201010001000000	equal-size	ok	vacuous
201010001000000	loopless-directed-elabels	ok	vacuous
201010001000000	loopless-directed-unlabelled	ok	vacuous
201010001000000	loopless-directed-vlabels	ok	vacuous
201010001000000	loopless-directed-vlabels-elabels	ok	vacuous
201010001000000	loopless-undirected-elabels	ok	vacuous
201010001000000	loopless-undirected-unlabelled	ok	vacuous
201010001000000	loopless-undirected-vlabels	ok	vacuous
201010001000000	loopless-undirected-vlabels-elabels	ok	vacuous
201010001000000	loopy-directed-elabels	ok	vacuous
201010001000000	loopy-directed-unlabelled	ok	vacuous
201010001000000	loopy-directed-vlabels	ok	vacuous
201010001000000	loopy-directed-vlabels-elabels	ok	vacuous
201010001000000	loopy-undirected-elabels	ok	vacuous
201010001000000	loopy-undirected-unlabelled	ok	vacuous
201010001000000	loopy-undirected-vlabels	ok	vacuous
201010001000000	loopy-undirected-vlabels-elabels	ok	vacuous
201010001000000	pattern-bigger-than-target	ok	vacuous
201100001000000	clique-pattern	ok	vacuous
201100001000000	equal-size	ok	active
201100001000000	loopless-directed-elabels	ok	active
201100001000000	loopless-directed-unlabelled	ok	active
201100001000000	loopless-directed-vlabels	ok	active
201100001000000	loopless-directed-vlabels-elabels	ok	active
201100001000000	loopless-undirected-elabels	ok	active
201100001000000	loopless-undirected-unlabelled	ok	active
201100001000000	loopless-undirected-vlabels	ok	active
201100001000000	loopless-undirected-vlabels-elabels	ok	active
