# Outcome of every (configuration, instance family) cell of the option sweep.
# Generated by option_sweep_test; after reviewing a diff, regenerate with
#     GSS_SWEEP_REGENERATE=1 ./build/option_sweep_test
# A silent divergence fails the build whatever this file says; what this file is
# for is making a newly unsupported or newly vacuous cell show up as a reviewable
# diff rather than as nothing at all. See dev_docs/option-compatibility.md.
#
# config is one digit per option column, value 0 being the solver's default:
#   injectivity induced count clique-detection supplementals exact-paths distance3 k4 nds cliques cliques-on-supplementals staged restarts nogoods value-ordering 
# outcome: ok | unsupported (UnsupportedConfiguration thrown) | diverges
# activation: active if any optional filter removed anything in any instance of the cell
config	family	outcome	activation
000010001000000	loopless-undirected-vlabels	ok	active
000010001000000	loopless-undirected-vlabels-elabels	ok	active
000010001000000	loopy-directed-elabels	ok	active
000010001000000	loopy-directed-unlabelled	ok	active
000010001000000	loopy-directed-vlabels	ok	active
000010001000000	loopy-directed-vlabels-elabels	ok	active
000010001000000	loopy-undirected-elabels	ok	active
000010001000000	loopy-undirected-unlabelled	ok	active
000010001000000	loopy-undirected-vlabels	ok	active
000010001000000	loopy-undirected-vlabels-elabels	ok	active
000010001000000	pattern-bigger-than-target	ok	vacuous
000100001000000	clique-pattern	ok	active
000100001000000	equal-size	ok	active
000100001000000	loopless-directed-elabels	ok	active
000100001000000	loopless-directed-unlabelled	ok	active
000100001000000	loopless-directed-vlabels	ok	active
000100001000000	loopless-directed-vlabels-elabels	ok	active
000100001000000	loopless-undirected-elabels	ok	active
000100001000000	loopless-undirected-unlabelled	ok	active
000100001000000	loopless-undirected-vlabels	ok	active
000100001000000	loopless-undirected-vlabels-elabels	ok	active
000100001000000	loopy-directed-elabels	ok	active
000100001000000	loopy-directed-unlabelled	ok	active
000100001000000	loopy-directed-vlabels	ok	active
000100001000000	loopy-directed-vlabels-elabels	ok	active
000100001000000	loopy-undirected-elabels	ok	active
000100001000000	loopy-undirected-unlabelled	ok	active
000100001000000	loopy-undirected-vlabels	ok	active
000100001000000	loopy-undirected-vlabels-elabels	ok	active
000100001000000	pattern-bigger-than-target	ok	vacuous
000100001110000	clique-pattern	ok	active
000100001110000	equal-size	ok	active
000100001110000	loopless-directed-elabels	ok	active
000100001110000	loopless-directed-unlabelled	ok	active
000100001110000	loopless-directed-vlabels	ok	active
000100001110000	loopless-directed-vlabels-elabels	ok	active
000100001110000	loopless-undirected-elabels	ok	active
000100001110000	loopless-undirected-unlabelled	ok	active
000100001110000	loopless-undirected-vlabels	ok	active
000100001110000	loopless-undirected-vlabels-elabels	ok	active
000100001110000	loopy-directed-elabels	ok	active
000100001110000	loopy-directed-unlabelled	ok	active
000100001110000	loopy-directed-vlabels	ok	active
000100001110000	loopy-directed-vlabels-elabels	ok	active
000100001110000	loopy-undirected-elabels	ok	active
000100001110000	loopy-undirected-unlabelled	ok	active
000100001110000	loopy-undirected-vlabels	ok	active
000100001110000	loopy-undirected-vlabels-elabels	ok	active
000100001110000	pattern-bigger-than-target	ok	vacuous
000110000000000	clique-pattern	ok	active
000110000000000	equal-size	ok	active
000110000000000	loopless-directed-elabels	ok	active
000110000000000	loopless-directed-unlabelled	ok	active
000110000000000	loopless-directed-vlabels	ok	active
000110000000000	loopless-directed-vlabels-elabels	ok	active
000110000000000	loopless-undirected-elabels	ok	active
000110000000000	loopless-undirected-unlabelled	ok	active
000110000000000	loopless-undirected-vlabels	ok	active
000110000000000	loopless-undirected-vlabels-elabels	ok	active
000110000000000	loopy-directed-elabels	ok	active
000110000000000	loopy-directed-unlabelled	ok	active
000110000000000	loopy-directed-vlabels	ok	active
000110000000000	loopy-directed-vlabels-elabels	ok	active
000110000000000	loopy-undirected-elabels	ok	active
000110000000000	loopy-undirected-unlabelled	ok	active
000110000000000	loopy-undirected-vlabels	ok	active
000110000000000	loopy-undirected-vlabels-elabels	ok	active
000110000000000	pattern-bigger-than-target	ok	vacuous
000110001100000	clique-pattern	ok	active
000110001100000	equal-size	ok	active
000110001100000	loopless-directed-elabels	ok	active
000110001100000	loopless-directed-unlabelled	ok	active
000110001100000	loopless-directed-vlabels	ok	active
000110001100000	loopless-directed-vlabels-elabels	ok	active
000110001100000	loopless-undirected-elabels	ok	active
000110001100000	loopless-undirected-unlabelled	ok	active
000110001100000	loopless-undirected-vlabels	ok	active
000110001100000	loopless-undirected-vlabels-elabels	ok	active
000110001100000	loopy-directed-elabels	ok	active
000110001100000	loopy-directed-unlabelled	ok	active
000110001100000	loopy-directed-vlabels	ok	active
000110001100000	loopy-directed-vlabels-elabels	ok	active
000110001100000	loopy-undirected-elabels	ok	active
000110001100000	loopy-undirected-unlabelled	ok	active
000110001100000	loopy-undirected-vlabels	ok	active
000110001100000	loopy-undirected-vlabels-elabels	ok	active
000110001100000	pattern-bigger-than-target	ok	vacuous
000110011000000	clique-pattern	ok	active
000110011000000	equal-size	ok	active
000110011000000	loopless-directed-elabels	ok	active
000110011000000	loopless-directed-unlabelled	ok	active
000110011000000	loopless-directed-vlabels	ok	active
000110011000000	loopless-directed-vlabels-elabels	ok	active
000110011000000	loopless-undirected-elabels	ok	active
000110011000000	loopless-undirected-unlabelled	ok	active
000110011000000	loopless-undirected-vlabels	ok	active
000110011000000	loopless-undirected-vlabels-elabels	ok	active
000110011000000	loopy-directed-elabels	ok	active
000110011000000	loopy-directed-unlabelled	ok	active
000110011000000	loopy-directed-vlabels	ok	active
000110011000000	loopy-directed-vlabels-elabels	ok	active
000110011000000	loopy-undirected-elabels	ok	active
000110011000000	loopy-undirected-unlabelled	ok	active
000110011000000	loopy-undirected-vlabels	ok	active
000110011000000	loopy-undirected-vlabels-elabels	ok	active
000110011000000	pattern-bigger-than-target	ok	vacuous
000110101000000	clique-pattern	ok	active
000110101000000	equal-size	ok	active
000110101000000	loopless-directed-elabels	ok	active
000110101000000	loopless-directed-unlabelled	ok	active
000110101000000	loopless-directed-vlabels	ok	active
000110101000000	loopless-directed-vlabels-elabels	ok	active
000110101000000	loopless-undirected-elabels	ok	active
000110101000000	loopless-undirected-unlabelled	ok	active
000110101000000	loopless-undirected-vlabels	ok	active
000110101000000	loopless-undirected-vlabels-elabels	ok	active
000110101000000	loopy-directed-elabels	ok	active
000110101000000	loopy-directed-unlabelled	ok	active
000110101000000	loopy-directed-vlabels	ok	active
000110101000000	loopy-directed-vlabels-elabels	ok	active
000110101000000	loopy-undirected-elabels	ok	active
000110101000000	loopy-undirected-unlabelled	ok	active
000110101000000	loopy-undirected-vlabels	ok	active
000110101000000	loopy-undirected-vlabels-elabels	ok	active
000110101000000	pattern-bigger-than-target	ok	vacuous
001010001000000	clique-pattern	ok	active
001010001000000	equal-size	ok	active
001010001000000	loopless-directed-elabels	ok	active
001010001000000	loopless-directed-unlabelled	ok	active
001010001000000	loopless-directed-vlabels	ok	active
001010001000000	loopless-directed-vlabels-elabels	ok	active
001010001000000	loopless-undirected-elabels	ok	active
001010001000000	loopless-undirected-unlabelled	ok	active
001010001000000	loopless-undirected-vlabels	ok	active
001010001000000	loopless-undirected-vlabels-elabels	ok	active
001010001000000	loopy-directed-elabels	ok	active
001010001000000	loopy-directed-unlabelled	ok	active
001010001000000	loopy-directed-vlabels	ok	active
001010001000000	loopy-directed-vlabels-elabels	ok	active
001010001000000	loopy-undirected-elabels	ok	active
001010001000000	loopy-undirected-unlabelled	ok	active
001010001000000	loopy-undirected-vlabels	ok	active
001010001000000	loopy-undirected-vlabels-elabels	ok	active
001010001000000	pattern-bigger-than-target	ok	vacuous
001100001000000	clique-pattern	ok	active
001100001000000	equal-size	ok	active
001100001000000	loopless-directed-elabels	ok	active
001100001000000	loopless-directed-unlabelled	ok	active
001100001000000	loopless-directed-vlabels	ok	active
001100001000000	loopless-directed-vlabels-elabels	ok	active
001100001000000	loopless-undirected-elabels	ok	active
001100001000000	loopless-undirected-unlabelled	ok	active
001100001000000	loopless-undirected-vlabels	ok	active
001100001000000	loopless-undirected-vlabels-elabels	ok	active
001100001000000	loopy-directed-elabels	ok	active
001100001000000	loopy-directed-unlabelled	ok	active
001100001000000	loopy-directed-vlabels	ok	active
001100001000000	loopy-directed-vlabels-elabels	ok	active
001100001000000	loopy-undirected-elabels	ok	active
001100001000000	loopy-undirected-unlabelled	ok	active
001100001000000	loopy-undirected-vlabels	ok	active
001100001000000	loopy-undirected-vlabels-elabels	ok	active
001100001000000	pattern-bigger-than-target	ok	vacuous
001100001110000	clique-pattern	ok	active
001100001110000	equal-size	ok	active
001100001110000	loopless-directed-elabels	ok	active
001100001110000	loopless-directed-unlabelled	ok	active
001100001110000	loopless-directed-vlabels	ok	active
001100001110000	loopless-directed-vlabels-elabels	ok	active
001100001110000	loopless-undirected-elabels	ok	active
001100001110000	loopless-undirected-unlabelled	ok	active
001100001110000	loopless-undirected-vlabels	ok	active
001100001110000	loopless-undirected-vlabels-elabels	ok	active
001100001110000	loopy-directed-elabels	ok	active
001100001110000	loopy-directed-unlabelled	ok	active
001100001110000	loopy-directed-vlabels	ok	active
001100001110000	loopy-directed-vlabels-elabels	ok	active
001100001110000	loopy-undirected-elabels	ok	active
001100001110000	loopy-undirected-unlabelled	ok	active
001100001110000	loopy-undirected-vlabels	ok	active
001100001110000	loopy-undirected-vlabels-elabels	ok	active
001100001110000	pattern-bigger-than-target	ok	vacuous
001110000000000	clique-pattern	ok	active
001110000000000	equal-size	ok	active
001110000000000	loopless-directed-elabels	ok	active
001110000000000	loopless-directed-unlabelled	ok	active
001110000000000	loopless-directed-vlabels	ok	active
001110000000000	loopless-directed-vlabels-elabels	ok	active
001110000000000	loopless-undirected-elabels	ok	active
001110000000000	loopless-undirected-unlabelled	ok	active
001110000000000	loopless-undirected-vlabels	ok	active
001110000000000	loopless-undirected-vlabels-elabels	ok	active
001110000000000	loopy-directed-elabels	ok	active
001110000000000	loopy-directed-unlabelled	ok	active
001110000000000	loopy-directed-vlabels	ok	active
001110000000000	loopy-directed-vlabels-elabels	ok	active
001110000000000	loopy-undirected-elabels	ok	active
001110000000000	loopy-undirected-unlabelled	ok	active
001110000000000	loopy-undirected-vlabels	ok	active
001110000000000	loopy-undirected-vlabels-elabels	ok	active
001110000000000	pattern-bigger-than-target	ok	vacuous
001110001100000	clique-pattern	ok	active
001110001100000	equal-size	ok	active
001110001100000	loopless-directed-elabels	ok	active
001110001100000	loopless-directed-unlabelled	ok	active
001110001100000	loopless-directed-vlabels	ok	active
001110001100000	loopless-directed-vlabels-elabels	ok	active
001110001100000	loopless-undirected-elabels	ok	active
001110001100000	loopless-undirected-unlabelled	ok	active
001110001100000	loopless-undirected-vlabels	ok	active
001110001100000	loopless-undirected-vlabels-elabels	ok	active
001110001100000	loopy-directed-elabels	ok	active
001110001100000	loopy-directed-unlabelled	ok	active
001110001100000	loopy-directed-vlabels	ok	active
001110001100000	loopy-directed-vlabels-elabels	ok	active
001110001100000	loopy-undirected-elabels	ok	active
001110001100000	loopy-undirected-unlabelled	ok	active
001110001100000	loopy-undirected-vlabels	ok	active
001110001100000	loopy-undirected-vlabels-elabels	ok	active
001110001100000	pattern-bigger-than-target	ok	vacuous
001110011000000	clique-pattern	ok	active
001110011000000	equal-size	ok	active
001110011000000	loopless-directed-elabels	ok	active
001110011000000	loopless-directed-unlabelled	ok	active
001110011000000	loopless-directed-vlabels	ok	active
001110011000000	loopless-directed-vlabels-elabels	ok	active
001110011000000	loopless-undirected-elabels	ok	active
001110011000000	loopless-undirected-unlabelled	ok	active
001110011000000	loopless-undirected-vlabels	ok	active
001110011000000	loopless-undirected-vlabels-elabels	ok	active
001110011000000	loopy-directed-elabels	ok	active
001110011000000	loopy-directed-unlabelled	ok	active
001110011000000	loopy-directed-vlabels	ok	active
001110011000000	loopy-directed-vlabels-elabels	ok	active
001110011000000	loopy-undirected-elabels	ok	active
001110011000000	loopy-undirected-unlabelled	ok	active
001110011000000	loopy-undirected-vlabels	ok	active
001110011000000	loopy-undirected-vlabels-elabels	ok	active
001110011000000	pattern-bigger-than-target	ok	vacuous
001110101000000	clique-pattern	ok	active
001110101000000	equal-size	ok	active
001110101000000	loopless-directed-elabels	ok	active
001110101000000	loopless-directed-unlabelled	ok	active
001110101000000	loopless-directed-vlabels	ok	active
001110101000000	loopless-directed-vlabels-elabels	ok	active
001110101000000	loopless-undirected-elabels	ok	active
001110101000000	loopless-undirected-unlabelled	ok	active
001110101000000	loopless-undirected-vlabels	ok	active
001110101000000	loopless-undirected-vlabels-elabels	ok	active
001110101000000	loopy-directed-elabels	ok	active
001110101000000	loopy-directed-unlabelled	ok	active
001110101000000	loopy-directed-vlabels	ok	active
001110101000000	loopy-directed-vlabels-elabels	ok	active
001110101000000	loopy-undirected-elabels	ok	active
001110101000000	loopy-undirected-unlabelled	ok	active
